chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	984981	984995	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1200	8.75	8.5
chr1	984995	984998	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1201	14.5	9.75
chr1	984998	985002	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1202	13.75	9
chr1	985002	985005	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.06:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1203	13.75	9
chr1	985005	985007	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.06:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0156	EM	EM	1204	13.75	9
chr1	985007	985019	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0	EM	EM	1205	13.75	9.25
chr1	985019	985033	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.97:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1206	13.25	9
chr1	985033	985036	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1207	98	57.75
chr1	985036	985040	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.02:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1208	95.75	53.75
chr1	985040	985043	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.02:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0054	EM	EM	1209	95.75	53.75
chr1	985043	985072	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.01	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1210	95.75	53.75
chr1	985072	985078	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.01	0:0:0:0	0:0:0:0.01	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0014	EM	EM	1211	84.25	49.25
chr1	985078	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0.01	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.0014	EM	EM	1212	84.25	48.75
chr1	985690	985701	0.223	1:0:0:1	0.5:1:0.5:1	1:0:0:0.5	0.5:1:0.5:0	1:0:0.18:0.85	0.45:1:0.5:0.75	1:0:0.08:0.62	0.2:0.83:0.5:0	1:1:1:0.83	0.93:1:1:0.6	1:1:0.97:0.57	0.8:1:0.97:1	-0.1704	EM	EM	1213	17.75	7.75
chr1	985701	NA	0.2	1:0:0:0.5	0.5:1:0.5:0	NA	NA	1:0:0.08:0.62	0.2:0.83:0.5:0	NA	NA	1:1:0.97:0.57	0.8:1:0.97:1	NA	NA	0.0405	EM	EM	1214	17.5	7.5
chr1	985830	985859	1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	0.93:0.96:0.56:0.85	0.83:0.66:0.92:0.79	1:0.96:0.88:1	0.99:1:0.98:1	1:1:0.93:0.97	1:0.8:1:0.93	1:1:0.83:1	1:1:1:1	0.0285	EM	EM	1215	79.5	49.75
chr1	985859	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:0.96:0.88:1	0.99:1:0.98:1	NA	NA	1:1:0.83:1	1:1:1:1	NA	NA	-0.0336	EM	EM	1216	79.25	50.25
chr1	985961	985987	1	1:1:0.5:1	1:1:1:1	1:1:1:1	1:1:1:1	0.94:1:0.51:0.81	0.92:0.77:0.94:0.83	0.98:0.98:0.85:0.95	0.99:0.97:0.94:0.92	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	-0.0521	EM	EM	1217	125.25	66.75
chr1	985987	985998	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.98:0.98:0.85:0.95	0.99:0.97:0.94:0.92	0.95:1:0.97:0.98	0.99:0.93:0.96:0.96	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0126	EM	EM	1218	125.25	66.75
chr1	985998	986046	1	1:1:1:1	1:1:1:1	1:1:1:1	0.5:1:1:1	0.95:1:0.97:0.98	0.99:0.93:0.96:0.96	0.94:1:0.83:0.94	0.67:0.84:0.84:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8:1:1:1	0.0143	EM	EM	1219	119.75	64.5
chr1	986046	986057	0.4667	1:1:1:1	0.5:1:1:1	1:1:1:1	0.5:1:1:1	0.94:1:0.83:0.94	0.67:0.84:0.84:1	0.88:0.9:0.9:0.97	0.67:0.88:0.89:1	1:1:1:1	0.8:1:1:1	1:1:1:1	0.93:1:1:1	0.0899	EM	EM	1220	34.75	28
chr1	986057	986060	0.2821	1:1:1:1	0.5:1:1:1	1:1:0.5:1	0.5:1:0.5:0.5	0.88:0.9:0.9:0.97	0.67:0.88:0.89:1	0.94:0.6:0.59:0.88	0.48:0.75:0.5:0.22	1:1:1:1	0.93:1:1:1	1:0.7:0.67:1	1:0.97:0.97:0.73	0.0572	EM	EM	1221	35	28
chr1	986060	986064	0.5692	1:1:0.5:1	0.5:1:0.5:0.5	1:1:1:1	1:1:1:1	0.94:0.6:0.59:0.88	0.48:0.75:0.5:0.22	0.76:0.8:0.78:0.93	0.89:0.84:0.89:1	1:0.7:0.67:1	1:0.97:0.97:0.73	1:0.97:0.83:1	0.8:1:0.7:1	0.262	EM	EM	1222	35	28
chr1	986064	986091	0.2	1:1:1:1	1:1:1:1	1:1:1:1	0.5:1:0.5:0.5	0.76:0.8:0.78:0.93	0.89:0.84:0.89:1	0.79:0.89:0.75:0.78	0.52:0.7:0.48:0.5	1:0.97:0.83:1	0.8:1:0.7:1	1:1:0.87:1	0.93:0.97:1:1	-0.0858	EM	EM	1223	35	28
chr1	986091	NA	1	1:1:1:1	0.5:1:0.5:0.5	NA	NA	0.79:0.89:0.75:0.78	0.52:0.7:0.48:0.5	NA	NA	1:1:0.87:1	0.93:0.97:1:1	NA	NA	0.2508	EM	EM	1224	31.5	26.25
chr1	987042	987083	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.95:1:0.83:1	1:1:0.95:1	0.95:0.73:1:0.98	0.92:1:0.95:0.86	1:1:1:1	1:1:1:1	1:0.57:1:1	1:1:1:0.97	-0.0423	EM	EM	1225	25.75	13.5
chr1	987083	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.95:0.73:1:0.98	0.92:1:0.95:0.86	NA	NA	1:0.57:1:1	1:1:1:0.97	NA	NA	-0.0171	EM	EM	1226	24.75	13.25
chr1	987529	987569	0.2918	1:0.5:0:1	0.5:0.5:1:0.5	1:0.5:0:1	1:0.5:1:0.5	0.9:0.34:0.15:0.69	0.47:0.18:0.67:0.56	1:0.71:0.21:0.95	0.95:0.69:0.91:0.8	1:1:1:0.93	0.97:0.87:0.87:0.97	1:0.87:1:1	0.97:0.97:0.97:0.7	0.0539	EM	EM	1227	46.75	38.75
chr1	987569	987573	0.3473	1:0.5:0:1	1:0.5:1:0.5	1:0.5:0:1	1:0.5:1:0.5	1:0.71:0.21:0.95	0.95:0.69:0.91:0.8	0.95:0.68:0.11:0.9	0.9:0.39:0.9:0.32	1:0.87:1:1	0.97:0.97:0.97:0.7	1:0.73:1:1	1:1:1:1	-0.12	EM	EM	1228	45.5	36.25
chr1	987573	987582	0.3082	1:0.5:0:1	1:0.5:1:0.5	1:1:0:1	1:1:1:0.5	0.95:0.68:0.11:0.9	0.9:0.39:0.9:0.32	0.87:0.8:0.05:1	0.79:0.78:0.93:0.5	1:0.73:1:1	1:1:1:1	1:0.93:1:1	1:0.93:1:1	0.0318	EM	EM	1229	45	35.5
chr1	987582	NA	1	1:1:0:1	1:1:1:0.5	NA	NA	0.87:0.8:0.05:1	0.79:0.78:0.93:0.5	NA	NA	1:0.93:1:1	1:0.93:1:1	NA	NA	-0.0694	EM	EM	1230	16.25	9.75
chr1	987691	987721	0.2205	1:1:0:1	1:1:1:0.5	1:1:0:1	1:1:1:0.5	0.92:0.76:0.08:0.87	0.95:0.9:0.97:0.56	0.96:0.88:0.15:0.93	0.94:0.86:0.92:0.62	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.1909	EM	EM	1231	41.75	24.25
chr1	987721	987723	0.1515	1:1:0:1	1:1:1:0.5	1:1:0:0.5	0.5:0.5:1:0.5	0.96:0.88:0.15:0.93	0.94:0.86:0.92:0.62	0.9:1:0.08:0.71	0.71:0.59:0.76:0.62	1:1:1:1	1:1:1:1	0.97:1:1:0.53	0.5:1:1:0.97	-0.1106	EM	EM	1232	40	23.5
chr1	987723	NA	1	1:1:0:0.5	0.5:0.5:1:0.5	NA	NA	0.9:1:0.08:0.71	0.71:0.59:0.76:0.62	NA	NA	0.97:1:1:0.53	0.5:1:1:0.97	NA	NA	7e-04	EM	EM	1233	38	22.5
chr1	988420	988432	0.2559	0.5:0:0.5:0.5	0.5:0.5:0:0	1:0.5:1:1	0.5:0.5:0:0.5	0.33:0.12:0.61:0.51	0.35:0.47:0.07:0.04	0.79:0.26:0.97:0.85	0.71:0.63:0.08:0.27	1:0.8:0.83:0.93	1:1:1:0.83	0.77:0.63:1:0.97	0.67:0.97:0.97:0.63	0.1629	EM	EM	1234	94	53.75
chr1	988432	988439	0.1319	1:0.5:1:1	0.5:0.5:0:0.5	1:0.5:1:1	1:1:0.5:0.5	0.79:0.26:0.97:0.85	0.71:0.63:0.08:0.27	0.86:0.68:0.93:0.93	0.86:0.82:0.49:0.52	0.77:0.63:1:0.97	0.67:0.97:0.97:0.63	1:0.8:1:1	0.93:0.73:0.9:0.97	0.2977	EM	EM	1235	94.5	53.75
chr1	988439	NA	0.1429	1:0.5:1:1	1:1:0.5:0.5	NA	NA	0.86:0.68:0.93:0.93	0.86:0.82:0.49:0.52	NA	NA	1:0.8:1:1	0.93:0.73:0.9:0.97	NA	NA	0.1779	EM	EM	1236	94.5	54.25
chr1	989257	989273	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.02:0:0.02	0:0:0:0.06	0.03:0.14:0:0.01	0:0.04:0:0.06	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0028	EM	EM	1237	62.75	42
chr1	989273	989288	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.03:0.14:0:0.01	0:0.04:0:0.06	0.02:0.07:0.02:0.02	0:0.02:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.022	EM	EM	1238	62.75	42.25
chr1	989288	NA	1	0:0:0:0	0:0:0:0	NA	NA	0.02:0.07:0.02:0.02	0:0.02:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.0278	EM	EM	1239	59.5	39.5
chr1	989726	989744	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.05:0:0.02:0.05	0.02:0.02:0.02:0	0.07:0:0:0.14	0.02:0.02:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0161	EM	EM	1240	52.25	47
chr1	989744	989751	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.07:0:0:0.14	0.02:0.02:0:0	0.05:0.03:0:0.11	0.02:0.02:0.02:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0436	EM	EM	1241	52.75	47.25
chr1	989751	989765	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.05:0.03:0:0.11	0.02:0.02:0.02:0	0.1:0.06:0:0.25	0.03:0:0.02:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0312	EM	EM	1242	52	45.25
chr1	989765	989773	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.1:0.06:0:0.25	0.03:0:0.02:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0911	EM	EM	1243	49.25	34.25
chr1	989773	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	1244	44	29.25
chr1	991273	NA	1	1:1:1:1	1:0.5:1:0.5	NA	NA	0.91:0.82:0.94:0.82	0.75:0.62:0.71:0.43	NA	NA	1:1:1:1	0.97:0.73:0.7:0.97	NA	NA	0.2428	EM	EM	1245	22.25	12.5
chr1	991781	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.9:0.88:0.72:0.93	0.95:0.9:0.93:0.95	NA	NA	1:1:1:1	1:0.83:0.97:1	NA	NA	-0.0698	EM	EM	1246	42.25	29.5
chr1	992482	992527	0.007	1:1:1:1	0.5:0.5:0:1	1:1:1:1	0.5:0.5:0:1	0.96:0.62:0.98:0.96	0.51:0.57:0.15:1	0.86:1:0.96:0.93	0.52:0.66:0.39:0.92	1:0.7:1:1	1:1:0.87:1	1:1:1:1	1:1:0.67:1	0.3208	hyper	hyper	1247	55	36.25
chr1	992527	992530	0.007	1:1:1:1	0.5:0.5:0:1	1:1:1:1	0.5:0.5:0:1	0.86:1:0.96:0.93	0.52:0.66:0.39:0.92	0.97:0.88:0.98:0.96	0.31:0.49:0.09:0.89	1:1:1:1	1:1:0.67:1	1:1:1:1	0.67:1:1:1	0.3201	hyper	hyper	1248	43.25	29.75
chr1	992530	NA	0.1429	1:1:1:1	0.5:0.5:0:1	NA	NA	0.97:0.88:0.98:0.96	0.31:0.49:0.09:0.89	NA	NA	1:1:1:1	0.67:1:1:1	NA	NA	0.504	EM	EM	1249	36.25	26
chr1	993147	993162	0.0521	1:0.5:1:0.5	0:0.5:0:1	1:0.5:1:0.5	0:0:0:1	0.96:0.69:0.95:0.67	0.04:0.28:0:0.96	0.91:0.6:0.98:0.67	0.04:0.29:0:0.96	1:0.6:1:0.7	1:0.6:1:1	1:1:1:0.9	1:0.57:1:1	0.4986	EM	EM	1250	101.5	80
chr1	993162	993166	0.0056	1:0.5:1:0.5	0:0:0:1	1:0.5:1:0.5	0:0:0:1	0.91:0.6:0.98:0.67	0.04:0.29:0:0.96	0.9:0.63:0.97:0.67	0.04:0.25:0:0.87	1:1:1:0.9	1:0.57:1:1	1:0.97:1:0.93	1:0.7:1:1	0.4702	hyper	hyper	1251	101.75	80.75
chr1	993166	993178	0.0056	1:0.5:1:0.5	0:0:0:1	1:0.5:1:0.5	0:0:0:1	0.9:0.63:0.97:0.67	0.04:0.25:0:0.87	0.95:0.77:0.98:0.71	0.04:0.32:0:1	1:0.97:1:0.93	1:0.7:1:1	1:0.53:1:0.97	1:0.73:1:1	0.502	hyper	hyper	1252	101.75	80.75
chr1	993178	993180	0.0056	1:0.5:1:0.5	0:0:0:1	1:0.5:1:0.5	0:0:0:1	0.95:0.77:0.98:0.71	0.04:0.32:0:1	0.96:0.69:0.97:0.64	0.03:0.27:0:0.94	1:0.53:1:0.97	1:0.73:1:1	1:0.53:1:1	1:0.83:1:1	0.513	hyper	hyper	1253	100.75	79.25
chr1	993180	993186	0.0056	1:0.5:1:0.5	0:0:0:1	1:0.5:1:0.5	0:0:0:1	0.96:0.69:0.97:0.64	0.03:0.27:0:0.94	0.93:0.69:0.97:0.62	0.03:0.21:0:0.92	1:0.53:1:1	1:0.83:1:1	1:0.53:1:1	1:0.97:1:1	0.5042	hyper	hyper	1254	100.25	78.25
chr1	993186	NA	0.2286	1:0.5:1:0.5	0:0:0:1	NA	NA	0.93:0.69:0.97:0.62	0.03:0.21:0:0.92	NA	NA	1:0.53:1:1	1:0.97:1:1	NA	NA	0.511	EM	EM	1255	83.5	72.25
chr1	994305	994309	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1256	9.5	8.75
chr1	994309	994327	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1257	9.5	8.75
chr1	994327	994345	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1258	9.5	8.75
chr1	994345	994354	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1259	9.5	8.5
chr1	994354	994360	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1260	8.75	7.75
chr1	994360	994370	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1261	6.25	7
chr1	994370	994389	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1262	6.25	7
chr1	994389	994402	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1263	6.25	7
chr1	994402	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	1264	3.5	3.75
chr1	994571	994576	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.05:0:0	0:0:0:0.02	0:0:0:0	0:0:0:0.02	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0066	EM	EM	1265	139.75	78.75
chr1	994576	994586	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.02	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0048	EM	EM	1266	140.25	79.25
chr1	994586	994592	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1267	140.25	79.25
chr1	994592	994594	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	1268	140.5	79.25
chr1	994594	994608	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0:0:0	0:0:0:0	0.01:0:0.01:0	0.03:0:0.02:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0018	EM	EM	1269	140.5	79.25
chr1	994608	994618	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.01:0:0.01:0	0.03:0:0.02:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0087	EM	EM	1270	115.75	67.75
chr1	994618	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.001	EM	EM	1271	122.25	66
chr1	994787	994812	0.0769	0:0:0.5:0	0:0:0:0	0.5:0.5:0.5:0	0:0:0:0	0.27:0:0.42:0.08	0:0:0:0	0.76:0.5:0.58:0.08	0:0:0:0	0.7:1:0.97:1	1:1:1:1	0.8:0.9:1:1	1:1:1:1	0.1932	EM	EM	1272	15.25	29.75
chr1	994812	994816	0.0256	0.5:0.5:0.5:0	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.76:0.5:0.58:0.08	0:0:0:0	0.33:0:0.5:0	0.02:0.03:0:0	0.8:0.9:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.4821	hyper	hyper	1273	15.25	30.25
chr1	994816	994834	0.0769	0.5:0:0.5:0	0:0:0:0	1:0:1:0	0:0:0:0	0.33:0:0.5:0	0.02:0.03:0:0	0.95:0:0.96:0	0:0.03:0:0.06	1:1:1:1	1:1:1:1	0.93:1:1:1	1:1:1:1	0.1951	EM	EM	1274	15.25	30.25
chr1	994834	NA	0.4286	1:0:1:0	0:0:0:0	NA	NA	0.95:0:0.96:0	0:0.03:0:0.06	NA	NA	0.93:1:1:1	1:1:1:1	NA	NA	0.4531	EM	EM	1275	15	30
chr1	994963	995053	0.007	0.5:0:0.5:0	0:0:0:0	1:0.5:1:1	0:0:0:0	0.43:0.19:0.44:0.09	0:0.06:0:0	1:0.74:0.95:0.86	0.16:0.4:0.23:0.24	1:0.93:1:1	1:1:1:1	1:0.6:0.9:0.9	1:0.87:1:1	0.2759	hyper	EM	1276	111	77.75
chr1	995053	995062	0.0256	1:0.5:1:1	0:0:0:0	0:0:0.5:0	0:0:0:0	1:0.74:0.95:0.86	0.16:0.4:0.23:0.24	0.05:0.09:0.43:0.2	0.04:0.06:0:0.03	1:0.6:0.9:0.9	1:0.87:1:1	1:1:0.97:0.97	1:1:1:1	0.6325	hyper	hyper	1277	70.5	53.75
chr1	995062	995072	1	0:0:0.5:0	0:0:0:0	0:0:0:0	0:0:0:0	0.05:0.09:0.43:0.2	0.04:0.06:0:0.03	0.05:0.03:0.19:0.15	0.04:0.04:0:0	1:1:0.97:0.97	1:1:1:1	1:1:0.9:1	1:1:1:1	0.1588	EM	EM	1278	70.5	54.25
chr1	995072	995074	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.05:0.03:0.19:0.15	0.04:0.04:0:0	0.05:0.09:0.05:0.04	0.02:0:0:0	1:1:0.9:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0863	EM	EM	1279	70.75	54.25
chr1	995074	995078	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.05:0.09:0.05:0.04	0.02:0:0:0	0.26:0.41:0.21:0.24	0.08:0.1:0:0	1:1:1:1	1:1:1:1	1:0.67:1:1	1:1:1:1	0.0508	EM	EM	1280	70.75	54.25
chr1	995078	995089	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.26:0.41:0.21:0.24	0.08:0.1:0:0	0.16:0.15:0.17:0.04	0.02:0.04:0.01:0	1:0.67:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2348	EM	EM	1281	70	53.75
chr1	995089	995098	1	0:0:0:0	0:0:0:0	0.5:0:0:0	0:0:0:0	0.16:0.15:0.17:0.04	0.02:0.04:0.01:0	0.39:0.3:0.28:0.11	0.06:0:0.01:0.03	1:1:1:1	1:1:1:1	0.97:0.9:1:1	1:1:1:1	0.1096	EM	EM	1282	69	53.75
chr1	995098	995102	0.4667	0.5:0:0:0	0:0:0:0	0.5:0:0:0	0:0:0:0	0.39:0.3:0.28:0.11	0.06:0:0.01:0.03	0.34:0.14:0.23:0.08	0.09:0.04:0:0.03	0.97:0.9:1:1	1:1:1:1	1:1:0.9:0.97	1:1:1:1	0.2444	EM	EM	1283	64.75	48.25
chr1	995102	NA	1	0.5:0:0:0	0:0:0:0	NA	NA	0.34:0.14:0.23:0.08	0.09:0.04:0:0.03	NA	NA	1:1:0.9:0.97	1:1:1:1	NA	NA	0.1595	EM	EM	1284	48.25	36.25
chr1	996607	NA	1	0.5:0:1:0.5	1:0:0.5:0	NA	NA	0.38:0.08:0.75:0.49	0.83:0.22:0.42:0	NA	NA	1:1:0.87:1	1:0.97:1:1	NA	NA	0.0542	EM	EM	1285	17	8.75
chr1	996804	996852	0.6737	1:0.5:1:1	1:1:1:1	0:0.5:0.5:0	0.5:0.5:1:0	1:0.6:0.95:0.95	0.88:1:0.95:1	0:0.25:0.48:0	0.35:0.24:0.94:0	1:0.97:0.97:0.97	1:1:1:1	1:1:1:0.93	1:0.93:1:1	-0.0842	EM	EM	1286	37.5	26.25
chr1	996852	NA	1	0:0.5:0.5:0	0.5:0.5:1:0	NA	NA	0:0.25:0.48:0	0.35:0.24:0.94:0	NA	NA	1:1:1:0.93	1:0.93:1:1	NA	NA	-0.1996	EM	EM	1287	33	20.75
chr1	997168	NA	1	1:1:1:1	1:0.5:0:1	NA	NA	0.93:0.96:0.96:0.95	0.84:0.81:0.29:0.86	NA	NA	1:1:1:1	0.97:0.67:0.53:0.97	NA	NA	0.2515	EM	EM	1288	78	59.25
chr1	997286	997290	0.0769	1:1:1:1	1:0.5:0:1	1:1:1:1	1:0.5:0:1	1:1:0.82:1	0.67:0.57:0.13:1	1:0.85:0.73:0.91	1:0.71:0.09:0.92	1:1:1:1	0.9:0.9:1:1	1:1:1:1	1:0.53:1:1	0.3624	EM	EM	1289	12.25	11.25
chr1	997290	997294	0.2	1:1:1:1	1:0.5:0:1	1:1:1:1	1:1:0:1	1:0.85:0.73:0.91	1:0.71:0.09:0.92	1:1:1:1	1:0.86:0.09:1	1:1:1:1	1:0.53:1:1	1:1:1:1	1:0.8:1:1	0.1921	EM	EM	1290	12.25	11.25
chr1	997294	997296	0.0769	1:1:1:1	1:1:0:1	1:1:1:1	1:0.5:0:0.5	1:1:1:1	1:0.86:0.09:1	1:1:0.91:0.91	1:0.43:0.04:0.5	1:1:1:1	1:0.8:1:1	1:1:1:1	1:1:1:0.93	0.264	EM	EM	1291	12.25	11.25
chr1	997296	997300	0.0256	1:1:1:1	1:0.5:0:0.5	1:1:1:1	1:0.5:0:1	1:1:0.91:0.91	1:0.43:0.04:0.5	1:0.69:0.91:0.96	0.67:0.71:0.09:0.83	1:1:1:1	1:1:1:0.93	1:0.53:1:1	0.83:0.9:1:0.93	0.4625	hyper	hyper	1292	12.25	11.25
chr1	997300	997305	0.3538	1:1:1:1	1:0.5:0:1	1:0.5:1:1	1:0.5:0:1	1:0.69:0.91:0.96	0.67:0.71:0.09:0.83	1:0.69:0.91:0.96	1:0.57:0.13:0.67	1:0.53:1:1	0.83:0.9:1:0.93	1:0.83:1:1	1:1:1:0.87	0.3142	EM	EM	1293	12.25	11.25
