chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	1089070	1089074	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.82:1:0.93:0	0:0.21:0:0	0.73:0.75:0.93:0	0:0.21:0:0	0.97:1:1:1	1:1:1:1	0.57:0.97:1:1	1:1:1:1	0.6356	hyper	hyper	1763	64.75	42.75
chr1	1089074	1089086	0.007	1:1:1:0	0:0:0:0	0.5:1:1:0	0:0:0:0	0.73:0.75:0.93:0	0:0.21:0:0	0.64:0.81:1:0.01	0:0.19:0:0	0.57:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.5503	hyper	hyper	1764	65.25	42.75
chr1	1089086	1089108	0.007	0.5:1:1:0	0:0:0:0	0.5:1:1:0	0:0:0:0	0.64:0.81:1:0.01	0:0.19:0:0	0.6:0.91:0.8:0	0:0.15:0:0	1:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.568	hyper	hyper	1765	66.75	42.75
chr1	1089108	1089155	0.007	0.5:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.6:0.91:0.8:0	0:0.15:0:0	1:0.79:0.81:0	0.26:0.28:0:0	0.97:1:1:1	1:1:1:1	1:1:1:1	0.97:1:1:1	0.5388	hyper	hyper	1766	58.75	38.5
chr1	1089155	1089169	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0.79:0.81:0	0.26:0.28:0:0	1:0.79:0.86:0	0.25:0.31:0:0	1:1:1:1	0.97:1:1:1	1:1:1:1	0.97:1:1:1	0.5136	hyper	hyper	1767	34.5	24.75
chr1	1089169	1089171	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0.79:0.86:0	0.25:0.31:0:0	0.95:0.79:0.86:0	0.25:0.28:0:0	1:1:1:1	0.97:1:1:1	1:1:1:1	0.97:1:1:1	0.5211	hyper	hyper	1768	34.5	25
chr1	1089171	1089194	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.95:0.79:0.86:0	0.25:0.28:0:0	0.95:0.79:0.72:0	0.23:0.28:0:0	1:1:1:1	0.97:1:1:1	1:0.9:0.97:1	0.97:1:1:1	0.517	hyper	hyper	1769	34.5	25
chr1	1089194	1089201	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.95:0.79:0.72:0	0.23:0.28:0:0	0.89:0.62:0.82:0	0.22:0.29:0:0	1:0.9:0.97:1	0.97:1:1:1	1:0.6:1:1	1:1:1:1	0.4867	hyper	hyper	1770	34.25	24.75
chr1	1089201	1089251	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.89:0.62:0.82:0	0.22:0.29:0:0	0.9:0.85:0.94:0	0.29:0.21:0.02:0	1:0.6:1:1	1:1:1:1	1:1:1:1	0.93:1:1:1	0.4518	hyper	hyper	1771	32	23.5
chr1	1089251	1089264	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.9:0.85:0.94:0	0.29:0.21:0.02:0	0.98:0.91:0.97:0	0.28:0.23:0:0	1:1:1:1	0.93:1:1:1	1:1:1:1	0.93:1:1:1	0.543	hyper	hyper	1772	82.25	46
chr1	1089264	1089272	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.98:0.91:0.97:0	0.28:0.23:0:0	0.94:0.91:0.76:0	0.28:0.21:0:0	1:1:1:1	0.93:1:1:1	1:1:1:1	0.9:1:1:1	0.5866	hyper	hyper	1773	82.5	46.75
chr1	1089272	1089294	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.94:0.91:0.76:0	0.28:0.21:0:0	0.96:0.88:0.91:0	0.29:0.21:0:0	1:1:1:1	0.9:1:1:1	1:1:1:1	0.93:1:1:1	0.5287	hyper	hyper	1774	82.75	46.75
chr1	1089294	1089296	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.96:0.88:0.91:0	0.29:0.21:0:0	0.96:0.79:0.87:0	0.27:0.21:0:0	1:1:1:1	0.93:1:1:1	1:1:1:1	1:1:1:1	0.5621	hyper	hyper	1775	81	45
chr1	1089296	1089325	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.96:0.79:0.87:0	0.27:0.21:0:0	1:1:0.97:0.01	0.17:0.25:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.5349	hyper	hyper	1776	79.5	44.25
chr1	1089821	1089828	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.98:0.91:0.7:0	0.25:0.22:0:0	1:0.97:1:0	0.23:0.24:0:0	1:1:0.93:1	0.97:1:1:1	1:1:1:1	1:1:1:1	0.5303	hyper	hyper	1778	93	57.5
chr1	1089828	1089845	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0.97:1:0	0.23:0.24:0:0	0.94:0.94:0.97:0.01	0.27:0.24:0.01:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.6265	hyper	hyper	1779	92.75	57.25
chr1	1089845	1089849	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.94:0.94:0.97:0.01	0.27:0.24:0.01:0	1:0.97:1:0	0.24:0.25:0.03:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.9:1:1	0.5845	hyper	hyper	1780	92.75	56.25
chr1	1089849	1089852	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0.97:1:0	0.24:0.25:0.03:0	0.98:0.97:0.94:0	0.25:0.23:0:0	1:1:1:1	1:0.9:1:1	1:1:1:1	1:0.8:1:1	0.6147	hyper	hyper	1781	90.5	56
chr1	1089852	1089868	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0.5:0:0	0.98:0.97:0.94:0	0.25:0.23:0:0	0.97:0.93:0.74:0.01	0.31:0.3:0:0	1:1:1:1	1:0.8:1:1	1:1:0.7:1	1:0.77:1:1	0.6007	hyper	hyper	1782	88.25	55
chr1	1089868	1089895	0.0319	1:1:1:0	0:0.5:0:0	1:1:0.5:0	0:0.5:0:0	0.97:0.93:0.74:0.01	0.31:0.3:0:0	0.86:1:0.44:0	0.16:0.35:0.01:0	1:1:0.7:1	1:0.77:1:1	1:1:1:1	1:1:1:1	0.5108	hyper	hyper	1783	61	38.25
chr1	1089933	1089940	0.0319	1:1:0.5:0	0:0.5:0:0	1:1:1:0	0:0.5:0:0	0.97:0.93:0.43:0.01	0.13:0.3:0:0	0.97:0.95:0.74:0.01	0.15:0.35:0:0.03	1:1:1:1	1:1:1:1	1:1:0.57:1	1:1:1:1	0.4769	hyper	hyper	1788	71.75	50.5
chr1	1090719	1090729	0.0031	1:0.5:1:0.5	0:0.5:0:0	1:1:1:0.5	0:0.5:0:0	0.99:0.45:0.74:0.31	0.22:0.36:0.19:0.15	1:0.86:0.98:0.57	0.31:0.46:0.32:0.2	1:1:0.8:0.83	1:1:1:1	1:0.97:1:1	1:1:1:1	0.3889	hyper	hyper	1790	126	83.75
chr1	1090869	1090910	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.97:0.8:1:0.22	0.15:0.2:0.05:0.2	1:0.76:0.88:0.28	0.13:0.22:0.09:0.04	1:1:1:0.8	1:0.97:1:1	1:0.97:1:0.93	1:1:1:1	0.5995	hyper	hyper	1792	52	52.75
chr1	1091107	1091165	0.0101	1:1:1:1	0:0.5:0.5:0.5	1:0.5:1:1	0.5:0.5:0.5:1	0.98:0.91:0.96:0.76	0.23:0.41:0.41:0.52	0.9:0.61:0.98:0.93	0.33:0.38:0.33:0.91	1:0.87:1:0.9	0.77:1:1:1	1:0.93:1:1	0.77:1:1:0.9	0.5126	hyper	hyper	1795	84.75	70
chr1	1091205	1091211	0.007	1:0.5:1:1	0.5:0.5:0.5:0.5	1:0.5:1:1	0.5:0.5:0.5:0.5	0.9:0.28:0.85:0.76	0.22:0.28:0.31:0.48	0.87:0.72:0.91:0.86	0.38:0.31:0.64:0.61	1:1:1:0.93	0.97:1:1:1	1:0.5:1:0.97	1:1:0.9:0.9	0.3757	hyper	hyper	1798	90.75	56.5
chr1	1126320	1126335	0.0406	1:0.5:0.5:0.5	0.5:1:1:1	1:0.5:0.5:0.5	1:1:1:1	0.94:0.14:0.52:0.33	0.58:0.84:0.83:1	1:0.57:0.52:0.51	0.81:0.97:0.96:0.89	1:0.7:1:1	1:0.93:0.97:1	1:1:1:1	0.8:1:1:1	-0.3266	hypo	hypo	1947	34.75	24.75
chr1	1131422	1131452	0.0014	1:1:1:1	0.5:0.5:0:0.5	0.5:1:1:1	0.5:0.5:0.5:0.5	0.86:1:0.94:0.9	0.45:0.45:0.12:0.2	0.57:0.82:0.75:0.76	0.45:0.64:0.44:0.4	0.97:1:1:1	1:1:0.73:0.83	0.57:1:0.9:0.9	1:1:0.53:0.93	0.6143	hyper	hyper	2002	15.75	10.75
chr1	1132435	1132495	0.0031	1:0.5:1:0.5	0:0.5:0:0	1:1:1:0.5	0:0.5:0:0	0.8:0.38:0.91:0.31	0.2:0.32:0.07:0.14	1:1:1:0.5	0.11:0.4:0:0.2	0.83:0.93:1:0.83	1:1:1:1	1:1:1:1	1:1:1:0.93	0.4207	hyper	hyper	2016	124.25	77
chr1	1162876	1162906	0.0319	1:1:1:0	0:0:0.5:0	1:0.5:1:0	0:0:0.5:0	0.7:0.74:0.64:0.19	0.06:0:0.34:0.05	0.96:0.7:0.82:0.29	0.21:0:0.59:0	1:0.73:0.9:1	1:1:1:1	1:0.73:1:1	1:1:1:1	0.4597	hyper	hyper	2246	49	42.5
chr1	1163219	1163223	0.0378	1:1:0.5:0.5	0.5:0:0.5:0	1:0.5:0.5:0.5	0.5:0:0.5:0	0.88:0.76:0.68:0.4	0.51:0.16:0.63:0.1	0.73:0.49:0.32:0.18	0.4:0.07:0.44:0.05	1:0.77:0.93:1	1:1:0.93:1	0.97:0.97:1:0.83	1:1:1:1	0.3284	hyper	hyper	2259	64	44
chr1	1165248	1165281	0.0256	0.5:0.5:0.5:0.5	0.5:0:0:0	0.5:0.5:1:1	0.5:0.5:0:0	0.29:0.5:0.5:0.53	0.5:0.11:0:0	0.6:0.5:1:0.83	0.5:0.33:0:0	0.53:0.97:1:1	1:1:1:1	1:1:1:0.97	0.97:0.83:1:1	0.302	hyper	hyper	2280	6.5	3.25
chr1	1216989	1216998	0.007	1:0.5:1:1	0:0:0:1	1:1:1:1	0:0:0:1	1:0.62:1:0.82	0:0.03:0.1:0.67	1:0.75:1:0.82	0:0.03:0:0.83	1:0.9:1:0.93	1:1:1:0.9	1:0.8:1:1	1:1:1:1	0.6605	hyper	hyper	2562	8.75	21
chr1	1216998	1217001	0.007	1:1:1:1	0:0:0:1	1:1:1:1	0:0:0:1	1:0.75:1:0.82	0:0.03:0:0.83	1:1:1:0.95	0.24:0.16:0.21:1	1:0.8:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.6759	hyper	hyper	2563	8.75	21
chr1	1217316	1217345	0.0101	1:0.5:1:1	0:0:0:0.5	1:1:1:1	0.5:0.5:0.5:1	0.76:0.2:0.94:0.82	0.14:0:0.24:0.53	0.91:0.95:1:0.91	0.69:0.59:0.64:0.82	1:0.6:1:1	1:1:0.8:0.9	1:0.9:1:1	0.93:1:1:0.77	0.4524	hyper	hyper	2565	42.25	45.25
chr1	1280408	1280410	0.0242	1:1:1:0	0:0.5:0:0.5	1:1:1:0	0:1:0:0.5	1:0.88:0.9:0	0:0.5:0.04:0.22	1:0.88:0.9:0.1	0:0.75:0:0.44	1:1:1:1	1:0.97:1:0.93	1:1:1:1	1:0.7:1:1	0.5036	hyper	hyper	2933	9.25	16
chr1	1280896	1280898	0.0242	1:1:1:0	0:0.5:0:0.5	1:1:1:0	0:1:0:0.5	0.95:1:1:0.06	0.12:0.67:0:0.6	0.95:1:1:0	0.12:0.72:0:0.55	1:1:1:1	1:0.9:1:0.97	1:1:1:1	1:0.53:1:1	0.4035	hyper	hyper	2956	21.25	24.5
chr1	1352818	1352824	0.007	1:0.5:0.5:0	0:0:0:0	1:1:0.5:0	0:0:0:0	1:0.62:0.65:0	0.02:0.03:0:0	1:0.85:0.69:0.02	0.02:0.17:0.06:0	1:0.9:0.9:1	1:1:1:1	1:0.9:0.7:1	1:1:1:1	0.5521	hyper	hyper	3009	32	28.5
chr1	1352824	1352826	0.007	1:1:0.5:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0.85:0.69:0.02	0.02:0.17:0.06:0	0.92:0.85:0.77:0	0.02:0.1:0:0	1:0.9:0.7:1	1:1:1:1	1:0.93:0.67:1	1:1:1:1	0.5759	hyper	hyper	3010	32.25	28.5
chr1	1352826	1352828	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	0.92:0.85:0.77:0	0.02:0.1:0:0	1:0.69:0.69:0.02	0.05:0.23:0:0	1:0.93:0.67:1	1:1:1:1	1:0.77:0.73:1	1:1:1:1	0.604	hyper	hyper	3011	32.25	28.5
chr1	1352828	1352842	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0.69:0.69:0.02	0.05:0.23:0:0	1:0.79:0.8:0.02	0:0.23:0:0	1:0.77:0.73:1	1:1:1:1	1:0.83:0.97:1	1:1:1:1	0.5309	hyper	hyper	3012	32.25	28.5
chr1	1352842	1352844	0.007	1:1:1:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0.79:0.8:0.02	0:0.23:0:0	0.85:0.79:0.74:0	0:0.17:0:0	1:0.83:0.97:1	1:1:1:1	1:0.7:0.77:1	1:1:1:1	0.5952	hyper	hyper	3013	32	29
chr1	1352844	1352850	0.007	1:1:1:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.85:0.79:0.74:0	0:0.17:0:0	1:0.54:0.68:0	0:0.23:0:0	1:0.7:0.77:1	1:1:1:1	1:1:0.67:1	1:1:1:1	0.5507	hyper	hyper	3014	32	28.75
chr1	1352850	1352852	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	1:0.54:0.68:0	0:0.23:0:0	1:0.67:0.58:0.03	0:0.17:0:0	1:1:0.67:1	1:1:1:1	1:1:1:1	1:1:1:1	0.4971	hyper	hyper	3015	31.5	28.75
chr1	1352852	1352855	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	1:0.67:0.58:0.03	0:0.17:0:0	0.92:0.27:0.42:0	0.03:0.13:0:0	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	0.5255	hyper	hyper	3016	30.5	28.5
chr1	1352855	1352862	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.92:0.27:0.42:0	0.03:0.13:0:0	1:0.5:0.6:0	0:0.07:0:0	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.3624	hyper	hyper	3017	29.25	26.75
chr1	1353006	1353018	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.82:0.3:0.35:0	0:0:0:0	0.97:0.74:0.55:0	0.16:0.05:0:0	0.9:0.7:0.97:1	1:1:1:1	1:0.7:1:1	1:1:1:1	0.3661	hyper	hyper	3023	29.5	38.25
chr1	1353053	1353064	0.0256	1:0:0.5:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.8:0:0.75:0	0:0:0:0	1:0.67:0.5:0	0.08:0:0:0	0.97:1:0.9:1	1:1:1:1	1:0.97:1:1	0.97:1:1:1	0.3875	hyper	hyper	3026	3.25	5.75
chr1	1353064	1353070	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:1:0	0:0:0:0	1:0.67:0.5:0	0.08:0:0:0	0.8:0.67:0.75:0	0.38:0:0:0	1:0.97:1:1	0.97:1:1:1	1:1:0.63:1	0.8:1:1:1	0.5224	hyper	hyper	3027	3.25	5.75
chr1	1353070	1353072	0.007	1:0.5:1:0	0:0:0:0	1:0.5:1:0	0:0:0:0	0.8:0.67:0.75:0	0.38:0:0:0	0.8:0.33:0.75:0	0.23:0.14:0:0	1:1:0.63:1	0.8:1:1:1	0.93:1:0.77:1	0.97:1:1:1	0.458	hyper	hyper	3028	3.25	5.75
chr1	1353072	1353074	0.007	1:0.5:1:0	0:0:0:0	0.5:0.5:1:0	0:0:0:0	0.8:0.33:0.75:0	0.23:0.14:0:0	0.6:0.33:0.75:0	0.23:0:0:0	0.93:1:0.77:1	0.97:1:1:1	0.57:1:0.97:1	1:1:1:1	0.3774	hyper	hyper	3029	3.25	5.75
chr1	1353074	1353076	0.007	0.5:0.5:1:0	0:0:0:0	1:0.5:1:0	0:0:0:0	0.6:0.33:0.75:0	0.23:0:0:0	0.8:0.33:0.75:0	0.15:0:0:0	0.57:1:0.97:1	1:1:1:1	0.93:0.83:0.9:1	1:1:1:1	0.3631	hyper	hyper	3030	3.25	5.75
chr1	1353076	1353085	0.0256	1:0.5:1:0	0:0:0:0	1:0:0.5:0	0:0:0:0	0.8:0.33:0.75:0	0.15:0:0:0	0.67:0:0.67:0	0.23:0:0:0	0.93:0.83:0.9:1	1:1:1:1	0.83:1:0.7:1	1:1:1:1	0.4324	hyper	hyper	3031	3.25	5.75
chr1	1353087	1353099	0.0256	1:0:0.5:0	0:0:0:0	1:1:1:0	0:0:0:0	1:0:0.67:0	0.12:0:0:0	1:0.91:0.92:0.03	0.18:0.02:0:0	1:1:0.6:1	1:1:1:1	1:0.93:0.93:1	1:1:1:1	0.3854	hyper	hyper	3033	2.25	3.75
chr1	1353099	1353114	0.007	1:1:1:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	1:0.91:0.92:0.03	0.18:0.02:0:0	0.88:0.33:0.58:0	0.05:0:0:0	1:0.93:0.93:1	1:1:1:1	1:1:0.7:1	1:1:1:1	0.6655	hyper	hyper	3034	32.25	41
chr1	1353114	1353120	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:1:0	0:0:0:0	0.88:0.33:0.58:0	0.05:0:0:0	0.75:0.28:0.92:0.03	0.02:0.04:0:0	1:1:0.7:1	1:1:1:1	0.97:1:1:1	1:1:1:1	0.4324	hyper	hyper	3035	32.25	40.75
chr1	1353120	1353141	0.007	1:0.5:1:0	0:0:0:0	1:0.5:1:0	0:0:0:0	0.75:0.28:0.92:0.03	0.02:0.04:0:0	0.67:0.3:0.76:0.11	0:0.08:0:0.07	0.97:1:1:1	1:1:1:1	0.9:1:0.9:1	1:1:1:1	0.478	hyper	hyper	3036	32.25	40.75
chr1	1353141	1353143	0.007	1:0.5:1:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.67:0.3:0.76:0.11	0:0.08:0:0.07	1:0.45:0.62:0	0:0:0:0	0.9:1:0.9:1	1:1:1:1	1:1:0.5:1	1:1:1:1	0.4224	hyper	hyper	3037	19	22.25
chr1	1353143	1353148	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:1:0	0:0:0:0	1:0.45:0.62:0	0:0:0:0	1:0.61:0.77:0.12	0:0.14:0:0	1:1:0.5:1	1:1:1:1	1:1:0.9:1	1:1:1:1	0.5184	hyper	hyper	3038	18.5	21.5
chr1	1831132	1831139	0.0101	1:0.5:0.5:1	0:0.5:0:0	1:0.5:0.5:1	0:1:0:0	1:0.68:0.56:0.89	0.08:0.67:0.07:0.04	1:0.58:0.58:0.93	0.14:0.82:0.09:0.04	1:0.93:1:1	1:0.57:1:1	1:0.93:0.97:1	1:1:1:1	0.5701	hyper	hyper	4051	42.25	47.75
chr1	1831139	1831205	0.0319	1:0.5:0.5:1	0:1:0:0	1:1:1:1	0:1:0:0.5	1:0.58:0.58:0.93	0.14:0.82:0.09:0.04	1:1:1:1	0.22:0.89:0.2:0.5	1:0.93:0.97:1	1:1:1:1	1:1:1:1	0.97:1:0.97:1	0.4978	hyper	hyper	4052	39.25	40.25
chr1	1864765	1864780	0.0256	1:0.5:0:0.5	1:1:1:1	1:0.5:0.5:1	1:1:1:1	0.76:0.25:0.09:0.14	0.7:0.8:0.89:1	0.93:0.58:0.42:0.73	0.97:0.73:0.89:0.83	1:0.97:0.8:0.67	0.9:0.97:1:1	1:1:0.6:0.7	1:0.9:0.93:1	-0.5382	hypo	hypo	4147	24	15
chr1	1907235	1907239	0.0056	1:0:0:0	1:1:0.5:0.5	1:0:0:0	1:1:0.5:0.5	0.95:0.24:0.11:0.02	0.94:0.92:0.38:0.49	0.89:0.21:0.14:0.02	0.76:0.86:0.37:0.23	1:0.9:0.97:1	1:1:1:0.97	1:1:1:1	1:1:1:0.87	-0.3516	hypo	hypo	4214	56.25	38.75
chr1	1907246	1907256	0.0056	1:0:0:0	1:1:0.5:0.5	1:0:0:0	1:1:0.5:0.5	0.89:0.18:0.06:0.02	0.76:0.89:0.52:0.26	0.89:0.16:0.06:0.14	0.82:0.83:0.49:0.28	1:1:1:1	1:1:1:0.87	1:0.97:1:1	1:1:1:0.87	-0.3169	hypo	hypo	4216	56.25	38.75
chr1	1940767	1940769	0.007	0:0.5:1:0.5	0:0:0:0	0:0.5:1:0.5	0:0:0:0	0.3:0.67:1:0.6	0:0:0:0	0.22:0.67:1:0.6	0:0:0:0	0.9:1:1:1	1:1:1:1	0.9:1:1:1	1:1:1:1	0.6417	hyper	hyper	4293	9	11.75
chr1	1940769	1940780	0.0256	0:0.5:1:0.5	0:0:0:0	0:0:1:0.5	0:0:0:0	0.22:0.67:1:0.6	0:0:0:0	0.29:0:0.67:0.4	0:0:0:0	0.9:1:1:1	1:1:1:1	0.63:0.97:0.77:1	1:1:1:1	0.6222	hyper	hyper	4294	8.75	11.75
chr1	1940780	1940782	0.007	0:0:1:0.5	0:0:0:0	0.5:0.5:1:0.5	0:0:0:0	0.29:0:0.67:0.4	0:0:0:0	0.29:0.5:0.94:0.6	0:0:0:0	0.63:0.97:0.77:1	1:1:1:1	0.63:0.93:1:1	1:1:1:1	0.3381	hyper	hyper	4295	8	11
chr1	1940954	1940967	0.007	0.5:0.5:1:0	0:0:0:0	0.5:1:1:0	0:0:0:0	0.33:0.67:1:0	0:0:0:0	0.7:0.83:0.95:0.29	0:0:0.19:0	0.97:0.77:1:1	1:1:1:1	0.57:0.77:1:1	1:1:1:1	0.5	hyper	hyper	4300	3	3.25
chr1	1940967	1940971	0.007	0.5:1:1:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.7:0.83:0.95:0.29	0:0:0.19:0	0.86:0.67:0.57:0.29	0:0.06:0.05:0	0.57:0.77:1:1	1:1:1:1	1:0.57:0.9:1	1:1:1:1	0.6452	hyper	hyper	4301	22	37.75
chr1	1940971	1940986	0.007	1:0.5:0.5:0	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.86:0.67:0.57:0.29	0:0.06:0.05:0	0.86:0.7:0.62:0	0.06:0:0:0	1:0.57:0.9:1	1:1:1:1	1:0.57:0.9:1	1:1:1:1	0.5684	hyper	hyper	4302	21.5	37.25
chr1	1940986	1940991	0.007	1:0.5:0.5:0	0:0:0:0	1:1:0.5:0	0:0:0:0	0.86:0.7:0.62:0	0.06:0:0:0	0.75:0.7:0.57:0.14	0.12:0.02:0.02:0	1:0.57:0.9:1	1:1:1:1	0.97:0.57:0.97:1	1:1:1:1	0.5284	hyper	hyper	4303	21.5	37.25
chr1	1940991	1940993	0.007	1:1:0.5:0	0:0:0:0	1:1:0.5:0	0:0:0:0	0.75:0.7:0.57:0.14	0.12:0.02:0.02:0	0.95:0.9:0.7:0	0:0.02:0:0.05	0.97:0.57:0.97:1	1:1:1:1	1:0.97:1:1	1:1:1:1	0.5009	hyper	hyper	4304	21.25	37.25
chr1	1940993	1940996	0.0256	1:1:0.5:0	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.95:0.9:0.7:0	0:0.02:0:0.05	0.59:0.26:0.58:0	0:0:0:0	1:0.97:1:1	1:1:1:1	0.97:0.87:1:1	1:1:1:1	0.6208	hyper	hyper	4305	21	36.5
chr1	1957781	1957808	0.0256	1:0.5:0.5:0.5	1:1:1:1	1:0.5:0.5:1	1:1:1:1	1:0.5:0.22:0.6	1:0.9:1:1	0.92:0.5:0.44:0.9	1:0.8:1:1	1:1:0.9:0.53	1:1:1:1	0.97:1:0.93:0.97	1:0.93:1:1	-0.3944	hypo	hypo	4391	9	7.25
chr1	1972863	1972893	9e-04	1:1:0.5:1	0.5:0:0:0	1:1:0.5:1	0.5:0:0:0	0.9:0.9:0.62:0.95	0.38:0.3:0.33:0.08	0.8:0.9:0.29:0.9	0.45:0.11:0.17:0	1:1:1:1	1:0.97:1:1	0.93:1:0.97:1	1:1:1:1	0.5704	hyper	hyper	4524	17.75	27.25
chr1	1972893	1972912	0.0031	1:1:0.5:1	0.5:0:0:0	0.5:1:0.5:1	0.5:0:0:0	0.8:0.9:0.29:0.9	0.45:0.11:0.17:0	0.56:0.72:0.68:0.62	0.28:0.25:0.14:0.04	0.93:1:0.97:1	1:1:1:1	0.83:0.93:0.63:0.67	1:0.73:1:1	0.5395	hyper	hyper	4525	17.75	26.75
chr1	1972912	1972917	0.0056	0.5:1:0.5:1	0.5:0:0:0	1:1:1:1	0.5:0.5:0.5:0	0.56:0.72:0.68:0.62	0.28:0.25:0.14:0.04	1:0.88:0.95:0.97	0.75:0.68:0.54:0.17	0.83:0.93:0.63:0.67	1:0.73:1:1	1:0.97:1:1	0.97:0.9:0.97:1	0.4661	hyper	hyper	4526	44.25	53.5
chr1	1972917	1972932	0.0014	1:1:1:1	0.5:0.5:0.5:0	1:0.5:1:1	0.5:0.5:0:0	1:0.88:0.95:0.97	0.75:0.68:0.54:0.17	0.95:0.5:0.76:1	0.6:0.42:0.21:0	1:0.97:1:1	0.97:0.9:0.97:1	1:1:0.8:1	1:1:0.87:1	0.414	hyper	hyper	4527	29	32.25
chr1	1972932	1973023	0.0068	1:0.5:1:1	0.5:0.5:0:0	1:0.5:0.5:1	0.5:0.5:0:0	0.95:0.5:0.76:1	0.6:0.42:0.21:0	0.95:0.26:0.46:0.93	0.16:0.38:0.02:0.08	1:1:0.8:1	1:1:0.87:1	1:0.97:1:1	0.77:1:1:0.93	0.4938	hyper	hyper	4528	29	32.25
chr1	1973045	1973055	0.0406	1:1:0.5:1	1:0.5:0:0.5	1:1:1:1	1:0.5:0.5:0.5	0.98:0.95:0.56:0.9	0.76:0.43:0.12:0.36	0.98:1:1:0.93	0.98:0.7:0.76:0.71	1:1:0.93:1	0.83:1:0.97:0.9	1:1:1:1	1:0.93:0.67:0.97	0.4262	hyper	hyper	4530	38.5	38.25
chr1	2026513	2026522	0.0079	0.5:1:0.5:0.5	0:0:0:0.5	0.5:1:1:0.5	0:0:0:0.5	0.52:1:0.69:0.59	0.04:0.04:0.12:0.67	0.5:1:0.97:0.64	0.02:0.21:0.28:0.67	1:1:0.57:1	1:1:1:0.7	1:1:1:0.97	1:0.97:0.8:0.5	0.4835	hyper	hyper	4664	25	33.5
chr1	2193427	2193449	0.0131	1:0.5:1:0	0.5:0:0:0	1:1:1:1	0.5:0.5:0.5:0.5	0.8:0.18:0.85:0.15	0.42:0:0.1:0.1	0.84:0.73:0.79:0.81	0.71:0.33:0.67:0.67	1:0.53:1:0.63	1:0.97:0.67:0.87	1:0.7:1:0.93	0.53:0.77:0.67:0.5	0.3418	hyper	hyper	5120	24.75	22.5
